the_geom,the_geom_webmercator,objectid,year,dc_key,code,date_,time,race,sex,age,wound,officer_involved,offender_injured,offender_deceased,location,latino,point_x,point_y,dist,inside,outside,fatal,lat,lng
0101000020E6100000A08016E0B5CA52C07E4C523638034440,0101000020110F0000E7D0B5CD79EB5FC13AE5348777935241,378251,2018,201839089212.0,0111,2018-12-15,01:12:00,B,M,24,multi,N,N,N,4900 BLOCK Wayne Ave,0,2691684.66379289,262595.74408931,39,0,1,1,40.02515296,-75.16735079
0101000020E610000011BF075424CA52C09E12C605D6014440,0101000020110F000062BDC09382EA5FC17F8C05BBEE915241,378252,2018,201839089359.0,0111,2018-12-15,19:45:00,B,M,43,head,N,N,N,3900 BLOCK Pulaski St,0,2694287.00930998,258732.77707772,39,0,1,1,40.01434395,-75.1584673
0101000020E6100000583F4F66F0C952C019BB6D7408004440,0101000020110F00006FD2075F2AEA5FC1CABD8EF1EE8F5241,378253,2018,201839067886.0,0411,2018-09-24,15:52:00,B,M,38,mullti,N,N,N,1500 BLOCK W Clearfield St,0,2695325.14010772,253629.79417348,39,0,1,0,40.00025802,-75.15529783
0101000020E6100000C7114AE380CA52C0AEE542A3C3034440,0101000020110F0000C7EB88CC1FEB5FC1B53A2D2B12945241,378254,2018,201839089395.0,0411,2018-12-15,22:19:00,B,M,44,leg,N,N,N,5000 BLOCK Germantown Ave,0,2692544.62893647,264171.58083265,39,0,1,0,40.02940789,-75.16411669
0101000020E610000066768A1327CA52C046A055C183024440,0101000020110F00003F88BC3E87EA5FC162FA9664AF925241,378255,2018,201839068325.0,0411,2018-09-26,20:56:00,B,M,41,abdomen,N,N,N,2000 BLOCK Dennie St,0,2694183.38090831,260661.95661831,39,0,1,0,40.01964585,-75.15863503
0101000020E610000003957528D8C952C087AD1376D5024440,0101000020110F000012F8C43101EA5FC16ED2B8010A935241,378256,2018,201839069640.0,0411,2018-09-30,20:46:00,B,F,19,leg,N,N,N,1700 BLOCK W Wingohocking St,0,2695505.18239856,261609.50984131,39,0,1,0,40.02213932,-75.15381824
0101000020E610000089F85EAE0BCA52C0DA7D7D633E024440,0101000020110F0000546329B658EA5FC1CC3C697762925241,378257,2018,201839070125.0,0411,2018-10-02,17:06:00,B,M,18,multi,N,N,N,4200 BLOCK Wayne Ave,0,2694674.13025489,259904.88464165,39,0,1,0,40.01752895,-75.15696296
0101000020E610000089F85EAE0BCA52C0DA7D7D633E024440,0101000020110F0000546329B658EA5FC1CC3C697762925241,378258,2018,201839070132.0,0411,2018-10-02,17:06:00,B,M,20,leg,N,N,N,4200 BLOCK Wayne Ave,0,2694674.13025489,259904.88464165,39,0,1,0,40.01752895,-75.15696296
0101000020E6100000A6977BF5EFC952C0B0000937D7004440,0101000020110F00000107629F29EA5FC157C6BE2FD4905241,378259,2018,201839070154.0,0411,2018-10-02,18:50:00,B,M,62,multi,N,N,N,1600 BLOCK W Tioga St,0,2695265.14613321,255927.58288498,39,0,1,0,40.00656784,-75.15527093
0101000020E6100000E8B9C7CA56CA52C05A0AAB255B004440,0101000020110F00004EB48C4BD8EA5FC1DD590DA04A905241,378260,2018,201839072656.0,0407,2018-10-11,07:15:00,B,F,23,leg,N,N,N,1900 BLOCK W Allegheny Ave,0,2693548.08657523,254497.31868514,39,0,1,0,40.00278159,-75.16154737
0101000020E610000065360A41356554C0B44EA61B726B3C40,0101000020110F0000BBCA42A55F5261C14A0167B334314941,378261,2018,201839074079.0,0411,2018-10-16,02:49:00,B,M,26,arm,N,N,N,Fox and Roosevelt Blvd,0,711311.91490063,-3975202.88593952,39,0,1,0,28.4197099,-81.58137537
0101000020E6100000881FAD7BF5C952C005CEA5FAC6024440,0101000020110F00000B69880133EA5FC118ED09F2F9925241,378262,2018,201839075933.0,0411,2018-10-23,04:45:00,B,M,49,thigh,N,N,N,4400 BLOCK N Cleveland St,0,2695008.84448047,261433.85435273,39,0,1,0,40.02169736,-75.1556081
0101000020E6100000761FDB8DD9CA52C0C66350B7FD024440,0101000020110F00001A995568B6EB5FC1BD4EC5A636935241,378263,2018,201839076175.0,0111,2018-10-23,03:46:00,B,M,56,abdomen,N,N,N,300 BLOCK W Seymour St,0,2691094.05539405,261927.89470322,39,0,1,1,40.0233678,-75.16952845
0101000020E6100000BB96B11D23CA52C0F631B474E4004440,0101000020110F000054729D8480EA5FC130732FDEE2905241,378264,2018,201839091057.0,0411,2018-12-21,20:21:00,B,M,34,head/multi,N,N,N,1800 BLOCK TIOGA ST,0,2694386.52190623,256049.03900689,39,0,1,0,40.00697192,-75.15839331
0101000020E6100000609E215E0FCA52C04E886F1750FF4340,0101000020110F000025CC3BF95EEA5FC1C229058D228F5241,378265,2018,201839077536.0,0411,2018-10-29,16:44:00,B,M,27,back,N,N,N,2700 BLOCK N Sydenham St,0,2694855.99340822,251565.55814448,39,0,1,0,39.9946317,-75.15718797
0101000020E6100000A9266F1DEFCA52C0F42CEF475D004440,0101000020110F000099B7E407DBEB5FC11788B6FD4C905241,378266,2018,201839080279.0,0411,2018-11-08,22:40:00,B,M,30,head,N,N,N,3100 BLOCK N 25th St,0,2690943.95005122,254444.83945939,39,0,1,0,40.00284671,-75.17084442
0101000020E6100000DD346C4AE8C952C0CCADB59C70004440,0101000020110F00002884ED981CEA5FC1B976966C62905241,378267,2018,201839091076.0,0111,2018-12-21,23:38:00,W,M,35,shoulder,N,N,N,1500 BLOCK W WESTMORELAND ST,1,2695429.71502981,254791.28988197,39,0,1,1,40.00343665,-75.1548029
0101000020E61000005171351596C952C0721A81FC15024440,0101000020110F0000CDA283F590E95FC185987AA935925241,378268,2018,201839092721.0,0411,2018-12-28,18:05:00,B,M,20,groin,N,N,N,4100 BLOCK N Broad St,0,2696696.85258739,259515.02715364,39,0,1,0,40.01629597,-75.14978533
0101000020E610000080C5D0A0D7CA52C0FACB9310D1034440,0101000020110F0000EB06DB22B3EB5FC1DD4CB90F21945241,378269,2018,201839082322.0,0411,2018-11-17,12:22:00,B,M,27,multi,N,N,N,5200 BLOCK Greene St,0,2691058.31497997,264277.42543723,39,0,1,0,40.02981765,-75.1694109
0101000020E61000002A26881D3ACA52C04CCDD4DA6A024440,0101000020110F00006758B395A7EA5FC11EE44AC793925241,378270,2018,201839085051.0,0411,2018-11-29,00:57:00,B,M,29,head/multi,N,N,N,2000 BLOCK Dennie St,0,2693866.17320938,260375.7111278,39,1,0,0,40.01888595,-75.15979708
0101000020E61000009E8C5CFD79CB52C01878727680F64340,0101000020110F00007A676BECC6EC5FC15409AE3A5F855241,378271,2019,201901001976.0,0111,2019-01-15,18:49:00,B,M,23,head/multi,N,N,N,2000 BLOCK Snyder Ave,0,2689387.29043488,226319.07320447,1,1,0,1,39.92579537,-75.17932066
0101000020E6100000E265FAE3C5CB52C00824BC98C1004440,0101000020110F0000CBF046D947ED5FC1EAA66637BC905241,378272,2018,201839081483.0,0411,2018-11-13,20:33:00,B,M,17,arm,N,N,N,3300 BLOCK W Allegheny Ave,0,2687240.67989872,255452.61336248,39,0,1,0,40.0059081,-75.18395328
0101000020E6100000F5232CC7F7C952C0BBE256FF6F024440,0101000020110F0000904674E736EA5FC127BF497B99925241,378273,2018,201839085654.0,0411,2018-12-01,03:15:00,B,M,44,leg,N,N,N,4200 BLOCK Germantown Ave,0,2694998.03315039,260466.14106506,39,0,1,0,40.01904289,-75.15574817
0101000020E61000003F8EA4AC78CB52C051AC8D9005034440,0101000020110F0000730A78B0C4EC5FC10689255B3F935241,378274,2018,201839093172.0,0411,2018-12-30,01:29:00,B,M,23,multi,N,N,N,5300 BLOCK Wissahickon Ave,0,2688372.71306773,261935.79494989,39,0,1,0,40.02360732,-75.17924038
0101000020E61000003F8EA4AC78CB52C051AC8D9005034440,0101000020110F0000730A78B0C4EC5FC10689255B3F935241,378275,2018,201839093173.0,0411,2018-12-30,01:29:00,B,M,27,multi,N,N,N,5300 BLOCK Wissahickon Ave,0,2688372.71306773,261935.79494989,39,0,1,0,40.02360732,-75.17924038
0101000020E6100000B3B9833BC4CB52C0BBFC3D6741F64340,0101000020110F0000E574480845ED5FC15EA1A66419855241,378276,2019,201901047290.0,0111,2019-09-28,16:57:00,B,M,28,neck,N,N,N,2200 BLOCK S Croskey St,0,2688137.28309239,225581.37881373,1,0,1,1,39.92387095,-75.18385208
0101000020E61000005EE7F05AD3C952C094B51346AFFB4340,0101000020110F0000D3134F09F9E95FC10C02BF141D8B5241,378358,2019,201906022903.0,0411,2019-05-17,20:19:00,B,F,37,foot,N,N,N,800 BLOCK N 10th St,0,2696185.36870222,241274.48817548,6,0,1,0,39.96628643,-75.1535251
0101000020E61000003492908AB7C952C051FC3110F8F74340,0101000020110F0000E81BA2CAC9E95FC1254CF83BFF865241,378359,2019,201903074177.0,0411,2019-10-10,23:50:00,B,M,19,leg,N,N,N,900 BLOCK S 5th St,0,2696972.07447788,230718.44334273,3,0,1,0,39.93725779,-75.15182747
0101000020E61000003492908AB7C952C051FC3110F8F74340,0101000020110F0000E81BA2CAC9E95FC1254CF83BFF865241,378360,2019,201903074178.0,0411,2019-10-10,23:50:00,B,M,39,multi,N,N,N,900 BLOCK S 5th St,0,2696972.07447788,230718.44334273,3,0,1,0,39.93725779,-75.15182747
0101000020E61000003492908AB7C952C051FC3110F8F74340,0101000020110F0000E81BA2CAC9E95FC1254CF83BFF865241,378361,2019,201903074179.0,0411,2019-10-10,23:50:00,B,M,50,foot,N,N,N,900 BLOCK S 5th St,0,2696972.07447788,230718.44334273,3,0,1,0,39.93725779,-75.15182747
0101000020E61000003492908AB7C952C051FC3110F8F74340,0101000020110F0000E81BA2CAC9E95FC1254CF83BFF865241,378362,2019,201903074180.0,0411,2019-10-10,23:50:00,B,M,24,thigh,N,N,N,900 BLOCK S 5th St,0,2696972.07447788,230718.44334273,3,0,1,0,39.93725779,-75.15182747
0101000020E610000014E7EABF35CA52C0F90072FCAFF84340,0101000020110F0000DFFF512BA0EA5FC130A4B7F7CA875241,378363,2019,201903040876.0,0411,2019-06-16,02:58:00,B,M,23,stomach,N,N,N,1000 BLOCK South St,0,2694752.92701331,232698.7884634,3,0,1,0,39.94287067,-75.15953062
0101000020E6100000667AF44C10CA52C092A6494205F74340,0101000020110F0000744DE68E60EA5FC1C1DF834DF2855241,378364,2019,201903075390.0,0111,2019-10-14,19:11:00,B,M,15,chest,N,N,N,1500 BLOCK S Beulah St,0,2695532.81423305,227975.70965497,3,0,1,1,39.92984799,-75.15724491
0101000020E6100000FF8C98FAB5C952C0AE5D5EA9FCF64340,0101000020110F00007BF53E23C7E95FC180B2E6C7E8855241,378365,2019,201903077005.0,0411,2019-10-21,17:23:00,B,M,22,multi,N,N,N,300 BLOCK Dickinson St,0,2697081.01946998,227925.60706489,3,0,1,0,39.92958562,-75.15173211
0101000020E6100000E2523AFD85C952C02C8FA0BE86F84340,0101000020110F00003FDF4F9F75E95FC1E12955489D875241,378366,2019,201903066339.0,0411,2019-09-14,00:40:00,B,M,28,foot,N,N,N,300 BLOCK South St,0,2697773.09846638,232328.90895382,3,0,1,0,39.94161208,-75.14880305
0101000020E6100000FAFBBDFB80CA52C03F5FCCF956F84340,0101000020110F00002C0412F61FEB5FC1752C295E68875241,378367,2019,201903050186.0,0411,2019-07-20,00:32:00,W,M,28,head,N,N,N,1300 BLOCK Webster St,0,2693494.90032989,231671.95488714,3,0,1,0,39.94015429,-75.16412252
0101000020E61000001458426F18CA52C00A8A9B2ACAF54340,0101000020110F0000A61CE75F6EEA5FC10D07125995845241,378368,2019,201903055044.0,0111,2019-08-05,20:14:00,B,M,25,head,N,N,N,2300 BLOCK S Marshall St,0,2695496.44816406,224470.24849007,3,0,1,1,39.92023213,-75.15774137
0101000020E6100000F25D4A5D326554C00744882B676B3C40,0101000020110F0000AAD3FD305D5261C13AA963232A314941,378369,2019,201905018021.0,0411,2019-10-11,23:20:00,W,M,24,foot,N,N,N,Pensdale & Cresson St,0,711367.06341238,-3975267.30510202,5,0,1,0,28.419543,-81.581199
0101000020E61000007D7875127AC952C04FA2902A2BFB4340,0101000020110F00006020466161E95FC13D783CB18A8A5241,378370,2019,201906006113.0,0411,2019-02-07,22:33:00,B,M,39,leg,N,N,N,600 BLOCK Green St,0,2697755.43577206,239851.43623155,6,0,1,0,39.96225483,-75.14807569
0101000020E6100000DE876AE7C7C952C00E771EAA63F74340,0101000020110F00004CA1D195E5E95FC199DC0EDD5A865241,378371,2019,201903069547.0,0411,2019-09-24,22:50:00,B,M,22,multi,N,N,N,1200 BLOCK S 5th St,0,2696740.65072814,229061.17139481,3,0,1,0,39.93272902,-75.15282617
0101000020E6100000C931C47743CD52C0A227A76E95034440,0101000020110F00007E7105FFCFEF5FC1BD367CEBDE935241,378372,2019,201905009905.0,0411,2019-06-08,03:27:00,W,M,37,neck,N,N,N,600 BLOCK Walnut Ln,0,2680487.48408756,263307.49004114,5,0,1,0,40.02799781,-75.20724291
0101000020E61000004E24FB94E1CE52C0D003691030074440,0101000020110F00005C6022698FF25FC1212AFC74DE975241,378373,2019,201905009944.0,0111,2019-06-08,20:28:00,B,M,46,multi,N,N,N,7900 BLOCK Henry Ave,0,2673119.75735322,273357.4965159,5,0,1,1,40.0561543,-75.23251843
0101000020E6100000444AF5952ECD52C0F31441B5A4034440,0101000020110F00008BC8A086ACEF5FC12F3DE5DCEF935241,378374,2019,201905011498.0,0350,2019-07-03,03:13:00,W,M,43,chest,N,N,N,600 BLOCK Walnut Ln,0,2680839.37216331,263487.51953673,5,0,1,0,40.02846399,-75.20596837
0101000020E61000006E4ADCD77FCA52C069D154B290F94340,0101000020110F000060B347061EEB5FC1D7A296E7C3885241,378375,2019,201906035090.0,0411,2019-07-18,02:45:00,B,M,23,arm,N,N,N,100 BLOCK S Broad St,0,2693412.29485205,235158.66510531,6,0,1,0,39.94972829,-75.16405293
0101000020E610000062829EF6E9C952C0E4774784CEFB4340,0101000020110F0000FA3B43701FEA5FC1391DE7B33F8B5241,378376,2019,201906048470.0,0411,2019-09-22,00:45:00,B,M,20,head,N,N,N,800 BLOCK N 11TH ST,0,2695788.54731739,241610.30049598,6,0,1,0,39.96723989,-75.15490499
0101000020E61000006E0B018686CA52C0865D4EE879F94340,0101000020110F0000C38A215F29EB5FC1BD344BA8AA885241,378377,2019,201909037132.0,0411,2019-09-08,02:23:00,W,M,23,leg,N,N,N,200 BLOCK S Broad St,0,2693305.44500014,234902.08162898,9,0,1,0,39.94903282,-75.16446066
0101000020E6100000F46293C29DCA52C0A1FEAB757FFB4340,0101000020110F000091E960D750EB5FC182D3DB18E88A5241,378378,2019,201909000524.0,0411,2019-01-04,16:38:00,B,M,33,chest,N,N,N,600 BLOCK N 17th St,0,2692739.64429447,240641.61280081,9,0,1,0,39.96482726,-75.16587891
0101000020E6100000BB9EA69E1ECA52C03A192496F7FB4340,0101000020110F0000C1F273E178EA5FC1FBADF5366D8B5241,378379,2019,201906039115.0,0111,2019-08-06,00:43:00,B,M,23,legs,N,N,N,1300 BLOCK Parrish St,0,2694874.70104797,242040.22516106,6,0,1,1,39.96849324,-75.15811888
0101000020E610000088ABB99293C952C00581197C2FFB4340,0101000020110F000037FC30B28CE95FC1B36D3F7A8F8A5241,378380,2019,201906053565.0,0411,2019-10-16,21:55:00,B,F,40,thigh,N,N,N,600 BLOCK N 7th St,0,2697317.91138464,239886.57494082,6,0,1,0,39.96238662,-75.14963215
0101000020E610000027E053102ECA52C02AF10C5C96FA4340,0101000020110F00009EB82B1D93EA5FC1B3873ACFE5895241,378381,2019,201906055372.0,0411,2019-10-26,01:25:00,B,M,45,back,N,N,N,1200 BLOCK Vine St,0,2694725.79550588,238107.33374864,6,0,1,0,39.95771361,-75.15906151
0101000020E610000095909B2323CA52C06A1E7695A4FB4340,0101000020110F00005016A98E80EA5FC1D71F363C118B5241,378382,2019,201906056330.0,0411,2019-10-30,17:39:00,B,M,15,chest,N,N,N,600 BLOCK N 13th St,0,2694824.49150272,241115.61218089,6,0,1,0,39.9659602,-75.15839472
0101000020E61000000B91BA3AD3C952C0E33213B1ADFB4340,0101000020110F000009D897D2F8E95FC146F4F2531B8B5241,378383,2019,201906060397.0,0411,2019-11-20,18:34:00,B,M,21,leg,N,N,N,10th st & Brown St,0,2696188.03700396,241256.97016589,6,0,1,0,39.96623815,-75.15351742
0101000020E6100000ED2C9BB5EBC952C0253C2510C4FB4340,0101000020110F0000AED6836722EA5FC19839591E348B5241,378384,2019,201906064436.0,0111,2019-12-11,12:46:00,B,M,18,torso,N,N,N,800 BLOCK N 11th St,0,2695762.10380071,241493.25807914,6,0,1,1,39.96692087,-75.15501156
0101000020E6100000080243DAAFC152C0FF3E04D1EA0D4440,0101000020110F00004BA158FF25DC5FC1DC74FFC0569F5241,378385,2019,201907015010.0,0411,2019-06-07,22:06:00,W,M,42,thigh,N,N,N,10200 BLOCK Bustleton Ave,0,2730213.91678672,294212.58932006,7,1,0,0,40.10872853,-75.02635819
0101000020E6100000080243DAAFC152C0FF3E04D1EA0D4440,0101000020110F00004BA158FF25DC5FC1DC74FFC0569F5241,378386,2019,201907015018.0,0411,2019-06-07,22:06:00,W,M,68,knee,N,N,N,10200 BLOCK Bustleton Ave,0,2730213.91678672,294212.58932006,7,1,0,0,40.10872853,-75.02635819
0101000020E6100000A332EE9B35C352C0220F4C87310C4440,0101000020110F0000AECAC109BCDE5FC1C391D8C56C9D5241,378387,2019,201907020135.0,0411,2019-08-03,20:37:00,B,F,18,leg,N,N,N,9100 BLOCK VERREE RD,0,2723712.98851563,289104.75537564,7,0,1,0,40.09526149,-75.05014704
0101000020E6100000A332EE9B35C352C0220F4C87310C4440,0101000020110F0000AECAC109BCDE5FC1C391D8C56C9D5241,378388,2019,201907020136.0,0411,2019-08-03,20:37:00,B,F,20,leg,N,N,N,9100 BLOCK VERREE RD,0,2723712.98851563,289104.75537564,7,0,1,0,40.09526149,-75.05014704
0101000020E61000009C283208A6C152C0C61981804E0C4440,0101000020110F0000A9D2F35015DC5FC1BAC2BAF08C9D5241,378389,2019,201907020143.0,0112,2019-08-03,21:32:00,A,M,64,multi,N,N,N,1900 BLOCK CONWELL AV,0,2730522.87220556,289636.20739673,7,1,0,1,40.09614569,-75.02575879
0101000020E6100000CBA3550C9BC352C084D74F7B21084440,0101000020110F00008258B45768DF5FC1D7C7EF58EA985241,378390,2019,201907020589.0,0111,2019-08-08,20:13:00,W,M,23,chest,N,N,N,1900 BLOCK Stanwood St,0,2722334.27473764,277494.9803669,7,1,0,1,40.06352178,-75.05633839
0101000020E6100000655AB46357C352C0703C8664D4074440,0101000020110F0000C515DF6AF5DE5FC1B2E94ECD94985241,378391,2019,201907028418.0,0411,2019-11-01,02:17:00,W,M,23,hip,N,N,N,8000 BLOCK Busleton Ave,1,2723515.76810956,276673.65655023,7,0,1,0,40.06116921,-75.05220883
0101000020E61000001E8AC060D0BE52C071DF510018094440,0101000020110F0000226E41B844D75FC1AFC3DEEDFB995241,378392,2019,201908020172.0,0411,2019-06-05,22:00:00,B,M,30,back,N,N,N,10800 BLOCK Knights Rd,0,2743194.33734813,280882.18356623,8,0,1,0,40.07104496,-74.98146838
0101000020E6100000CA24D9D986CA52C0467E58CA0DFA4340,0101000020110F000064798CED29EB5FC1F148F27E4E895241,378393,2019,201909022609.0,0411,2019-06-05,21:42:00,B,M,16,,N,N,N,1400 BLOCK JFK Blvd,0,2693251.71708922,236545.22729281,9,0,1,0,39.95354585,-75.16448065
0101000020E6100000CA24D9D986CA52C0467E58CA0DFA4340,0101000020110F000064798CED29EB5FC1F148F27E4E895241,378394,2019,201909022611.0,0411,2019-06-05,21:42:00,B,M,17,,N,N,N,1400 BLOCK JFK Blvd,0,2693251.71708922,236545.22729281,9,0,1,0,39.95354585,-75.16448065
0101000020E6100000EEA9413DA2CA52C05D15A8C5E0F94340,0101000020110F00000C99217358EB5FC1064A889E1C895241,378395,2019,201909032873.0,0411,2019-08-12,15:19:00,B,M,19,multi,N,N,N,1500 BLOCK MARKET ST,0,2692797.90861364,236031.25784831,9,1,0,0,39.952172,-75.1661523
0101000020E6100000B07B65BDDCC152C059C0C2510B0A4440,0101000020110F000044DD313E72DC5FC15171DAFC099B5241,378396,2019,201908028093.0,0111,2019-08-12,22:34:00,B,M,44,stomach,N,N,N,9400 BLOCK ROOSEVELT BLVD,0,2729787.50884689,283171.65306865,8,1,0,1,40.07847044,-75.02909789
0101000020E6100000DAB0649616BF52C0C90F4BB9B1094440,0101000020110F0000003A4BFABBD75FC1F4E1D08AA69A5241,378397,2019,201908028603.0,0111,2019-08-17,09:20:00,B,M,34,chest,N,N,N,3600 BLOCK Drumore Dr,0,2741942.14168981,282552.72550073,8,0,1,1,40.0757362,-74.98575363
0101000020E6100000EB22BF5D3AC152C002BDAA924C054440,0101000020110F0000F3D45B6F5EDB5FC1D8000409C6955241,378398,2019,201908041059.0,0411,2019-12-03,00:20:00,B,M,20,leg,N,N,N,8300 BLOCK COTTAGE ST,0,2732977.03133923,269759.29931597,8,0,1,0,40.04139932,-75.01918739
0101000020E6100000B5085ABB8CC052C08AB07EBFDA064440,0101000020110F0000A5D3E37F37DA5FC170CCDBCA7F975241,378399,2019,201908041542.0,0411,2019-12-07,12:38:00,B,M,26,legs,N,N,N,3300 BLOCK Willits Rd,0,2735805.4925458,274275.61475839,8,0,1,0,40.05355066,-75.00858959
0101000020E61000003AA16349B1C052C05C191A7092054440,0101000020110F00002353759775DA5FC1A0A1A28A13965241,378400,2019,201908042801.0,0411,2019-12-18,19:16:00,B,M,54,leg,N,N,N,4600 BLOCK Kendrick St,0,2735294.40006405,270608.1555579,8,0,1,0,40.04353143,-75.01082072
0101000020E61000002875B09BA5CA52C05CCB432AB5FA4340,0101000020110F0000E7630F2C5EEB5FC1FCA930F1078A5241,378401,2019,201909047757.0,0300,2019-11-13,05:00:00,W,M,31,leg,N,N,N,1600 BLOCK Vine St,0,2692671.21759406,238389.73443057,9,0,1,0,39.95865372,-75.16635792
0101000020E61000009AA5530D71CE52C09CBFAECB15F64340,0101000020110F000049436F44D0F15FC1467DB219E9845241,378402,2019,201912029444.0,0111,2019-04-16,19:51:00,B,M,39,back,N,N,N,6200 BLOCK Chelwynde Ave,0,2676432.72284013,224758.95821448,12,1,0,1,39.92254015,-75.22565015
0101000020E61000003CE84448BECE52C0219541397AF54340,0101000020110F000051AE5E7353F25FC1CC0358D23C845241,378403,2019,201912000349.0,0411,2019-01-02,15:50:00,B,M,19,multi,N,N,N,6700 BLOCK Dicks Ave,0,2675160.48653947,222992.41647197,12,0,1,0,39.91779247,-75.23036391
0101000020E610000061EFEE969ECA52C0AB9EA3C048FC4340,0101000020110F0000BEDE164052EB5FC10F058529C78B5241,378404,2019,201909045831.0,0411,2019-10-30,20:38:00,B,M,32,leg,N,N,N,1700 BLOCK W Poplar St,0,2692659.98861389,242878.01285556,9,0,1,0,39.97097023,-75.16592954
0101000020E6100000AC24899040CF52C09064980BC3F44340,0101000020110F000027FF8CBF30F35FC1DD18BBFC71835241,378405,2019,201912002600.0,0411,2019-01-10,21:11:00,B,M,17,back,N,N,N,7200 BLOCK Dicks Ave,0,2672988.82651272,220893.3160114,12,0,1,0,39.91220231,-75.23831571
0101000020E6100000C40390FB92CE52C0FEA98637CAF84340,0101000020110F0000C456E1E609F25FC1A47E6F06E8875241,378406,2019,201912008847.0,0411,2019-02-03,12:52:00,B,M,17,multi,N,N,N,5400 BLOCK Pentridge St,0,2675632.27529405,232436.87232056,12,0,1,0,39.94367117,-75.22772111
0101000020E6100000E9EB7DD389CF52C021F396E5CAF84340,0101000020110F00004E29BB30ADF35FC1390742C7E8875241,378407,2019,201912012995.0,0111,2019-02-17,19:27:00,B,M,18,head,N,N,N,1200 BLOCK S 60th St,0,2671409.34049848,232324.14944889,12,0,1,1,39.94369192,-75.24278724
0101000020E6100000D557BA2FE5CE52C003770379B4F84340,0101000020110F00002C41838895F25FC101760DF0CF875241,378408,2019,201912013095.0,0411,2019-02-18,00:55:00,B,F,16,neck,N,N,N,5600 BLOCK Whitby Ave,0,2674232.91687231,232155.10418332,12,0,1,0,39.94300759,-75.23273843
0101000020E61000004A247612B6CE52C0137A3F664EF74340,0101000020110F0000EDED3C8145F25FC1E7167F4F43865241,378409,2019,201912013643.0,0411,2019-02-19,17:37:00,B,M,22,leg,N,N,N,6000 BLOCK Reinhard St,0,2675152.48458697,228199.01629497,12,0,1,0,39.93208006,-75.2298628
0101000020E6100000A4280262B3CE52C083C25E3051F74340,0101000020110F000001CAD4EF40F25FC1081D726646865241,378410,2019,201912022259.0,0411,2019-03-22,18:57:00,B,M,16,multi,N,N,N,2000 BLOCK S 60th St,0,2675197.61080906,228231.32823823,12,0,1,0,39.93216519,-75.22969866
0101000020E6100000A748537784CD52C0E331C9E967F54340,0101000020110F0000048EFC663EF05FC18EECB08B28845241,378411,2019,201912024612.0,0411,2019-03-31,03:31:00,A,M,27,back,N,N,N,6100 BLOCK W Passyunk Ave,0,2680536.76942205,222942.79353973,12,1,0,0,39.91723368,-75.21121009
0101000020E61000000A1DE85FDACD52C0B5C4884C12F84340,0101000020110F0000E25C9953D0F05FC15EC2784B1C875241,378412,2019,201912001734.0,0411,2019-01-08,01:54:00,B,M,34,leg,N,N,N,5200 BLOCK Woodland Ave,0,2678848.97522546,230483.52058423,12,0,1,0,39.93805844,-75.21645353
0101000020E6100000B5057C65BBCE52C0A2E2AC467EF54340,0101000020110F0000FA3C788C4EF25FC1C9BA214F41845241,378413,2019,201912002001.0,0411,2019-01-09,01:47:00,B,M,41,shoulder,N,N,N,6700 BLOCK Dicks Ave,0,2675208.58847739,223038.8589644,12,0,1,0,39.91791614,-75.23018777
0101000020E61000005CD41F483BCE52C02757A98705F64340,0101000020110F00002A68DAEE74F15FC11EB75C16D7845241,378414,2019,201912008867.0,0411,2019-02-03,14:34:00,B,M,20,back,N,N,N,6200 BLOCK Harley Ave,0,2677358.02249873,224604.53135797,12,0,1,0,39.92204376,-75.22236827
0101000020E6100000EC84FA0A50CF52C024415D4917F94340,0101000020110F000049A2280A4BF35FC1D6AEEC663D885241,378415,2019,201912010146.0,0111,2019-02-08,00:08:00,B,M,19,multi,N,N,N,5700 BLOCK Baltimore Ave,0,2672373.69126005,233201.12341672,12,0,1,1,39.94602315,-75.23926043
0101000020E6100000E15BBB6159CF52C0A8024933F1F84340,0101000020110F0000070018E75AF35FC103FBCD3513885241,378416,2019,201912012406.0,0111,2019-02-15,22:04:00,B,M,17,multi,N,N,N,5800 BLOCK Angora Terrace,0,2672225.97009881,232773.34638514,12,0,1,1,39.94486085,-75.23983043
0101000020E610000052DEE06E7DCE52C05CCBE0FFF9F74340,0101000020110F0000A4AE3C4CE5F15FC16562056101875241,378417,2019,201912029784.0,0111,2019-04-18,01:42:00,B,M,38,multi,N,N,N,5600 BLOCK Chester Ave,0,2676067.05526438,230133.59575914,12,0,1,1,39.93731688,-75.22640583
0101000020E61000007F56B2C68DCF52C0E8BCC62ED1F34340,0101000020110F000051375DE6B3F35FC153DE613266825241,378418,2019,201912030080.0,0111,2019-04-19,08:10:00,B,M,33,chest,N,N,N,7700 BLOCK Lindbergh Blvd,0,2671743.68300563,218168.05472964,12,0,1,1,39.90482125,-75.24302833
0101000020E610000073CD70455ACE52C08882D736DEF54340,0101000020110F000014A36392A9F15FC12D5F7B8CAB845241,378419,2019,201912033037.0,0411,2019-04-28,22:03:00,B,M,24,back,N,N,N,6300 BLOCK Lindbergh Blvd,0,2676840.22169705,224152.4587713,12,0,1,0,39.92084394,-75.22425972
